Hectare,Shift,Date,Note Squirrel & Park Stories, Squirrel Experience or Squirrel Story, Park Experience or Census Taker Story, Dogs, Other Animals, Accidental Poems, Squirrels Acting Odd, Census Takers Recognized, Other
32C,AM,10142018,"Breast Cancer Walk with lots of people. Woman yelling, ""Charlie!"" trying to find her white Lab. 

Squirrels #2 and #3 together.

Many squirrels in a bushy tree area here.

Woman holding dachshund up to the water fountain to drink. :) Man massaging his Lab with a roller massage tool on the dog's belly. :) Another man with another dog taking a photo of that from far away. Now they are talking to each other.",true,true,true,,,,,
32D,AM,10132018,"#6 was very curious when we approached. He ate a peanut and a mushroom. Lots of tail twitching. 

Whenever we approached the squirrels, they would circle around us as opposed to approach us head on.",true,,,,,,,
32D,PM,10062018,I saw nine squirrels on the ground near the tennis wall. They all looked small and young. They all searched or ate chestnut on the ground among birds. The smallest one did not scared at all. It stood on hind legs and watched me.,true,,,true,,,,Birds
32D,PM,10192018,#NAME?,true,true,,,,,,
32E,AM,10102018,"Heard bluejays squawking 
People keep talking to me 
Nuts dropping -- are the squirrels telling 
me something? (Get lost!)
Squirrel in tree after nuts. 
Big old leaf nest in tree -- no activity. 
Found a ball! Saw lichens 
#3 was really tugging at something buried --
Wasn't able to unearth it. 
#3 Eating then washing tail!
Mushrooms!
Saw a young black squirrel! 
""Are you counting squirrels?"" One woman asked excitedly. 
Met a ""Brit"" walking his dog.",true,,true,,,,true,
32E,AM,10072018,"#1 spotted on plane then climbed tree w/ white food in mouth -- did not want to be my friend :) :( 
Large mushrooms in area -- may have been what was in squirrel's mouth
#2 dug small hole + patted in down w/ a couple of leaves -- Then went back up the tree from where s/he came 

Met woman walking dog (Golden) wanted to know what I was doing -- she complained about the Central Park Conservatory -- that no one does anything but drive around in their  carts. Ah. NYC -- a city of complainers. 
She was my good luck charm as I saw (w/ her help) squirrels #4-7! --> #14 -- I heard a THUD! Squirrel fell from huge tree 50 feet up. Seemed unfazed. -- scurried up tree after 30 seconds -- Back on the horse! :)",true,true,,,,,,GOOD
32E,AM,10192018,"Squirrels #1 and #2 initially observed separately foraging — climbing, running. A bit later, seen chasing one another across expanse of grass above transverse.

Squirrels #3 and #4 foraging, separate.",true,,,,,,,
32E,PM,10172018,"Lots of squirrels running back and forth, possibly just to confuse me.",true,,,,,,,
32F,AM,10122018,"Lots of dogs off leashes.

Very pretty guy (squirrel). Saw him yesterday.

Beautiful oak (?)",true,,true,,,,,
32F,PM,10082018,"Numbers #1 and #2 gathered near the base of tree — foraging and digging, jumping from spot to spot. Squirrel #3 initially up tree, then joined #1 and #2. Approximately 6 to 8 small birds also foraging in same ground area.

Squirrels #1 and #3 chased one another around tree base, up-and-down trunk, and on ground.

Squirrels #1, #2, and #3 eating, standing on hind legs. These squirrels observed me walking nearby and proved indifferent when I moved closer.",true,,,,,,,
32F,PM,10192018,"I’ve never seen a squirrel resting, taking it easy. They are all action, all the time. Not that it’s always work they are doing. They play a lot, run back and forth just for the glee of it. Most of the time, life is about food: finding it, hiding it, eating it.

Lots of small birds — brown. Small birds, robins. Big trees.",true,,,true,,,,Birds
32G,PM,10192018,"The bushes by the wall 
of the transverse are 
full of tiny birds. 
The foliage shakes
with their movement 
and their chatter
and chirp fills the air.",,,,,true,,,
32G,AM,10182018,"Squirrel #1 burying/digging nuts under a beech tree.
Squirrel #2 ran up oak tree with acorn, gave me a tail twitch.",true,,,,,,,
32G,PM,10132018,A little girl lost her frisbee over a fence and tried to find a gap for 15 minutes before her father lifted her up and plopped her down on the other side.,,true,,,,,,
32H,AM,10102018,"Lawnmower speeding along in East Meadow. Lots of dog walkers with on and off leash dogs along east west pedestrian path. Busy with people — quiet with squirrels.

This section has a good amount of unreachable (by me) space, due to the transverse. Surprised I didn’t see more squirrel activity in the big elms in the area.",,true,true,,,,,
32H,PM,10062018,"After 10 minutes without a single sighting, I heard a rustle above me and felt something fall on my head – a branch, maybe? Thanks a lot Squirrel #1. :( 

Squirrel #3 ran away from me but then came back (within a respectful distance) and stared at me while eating acorns. Seemed very pleased with himself or herself.",true,,,,,,,
32I,PM,10072018,"Pretty quiet, squirrel-wise! I circled back and a dog was at the base of one of the trees where I saw squirrels a few minutes prior.",,,true,,,,,
32I,AM,10132018,"Dogs off leash: just one.
Small number of people out, some walking dogs.

Squirrels #2 and #3 were climbing together.

East Meadow fenced off, but still had clear view of grass and saw no squirrels on it.

Squirrels #5 and #6 were climbing and foraging together.",true,true,true,,,,,
33A,PM,10182018,Very quiet area devoid of people. Saw only one person walk by on path - she stopped to ask what I was looking at because I had binoculars up. Movement I saw ended up being a bird in the grass. Palm warbler I think - I blame the shrubs for providing cover because how could i mistake a tiny bird for a squirrel,,true,,,,,,
33A,AM,10082018,"Tree trunk w/ human-like face
Woman foraging Ginkgo nuts 
Free roaming dogs gone at 9 am
Chipmunk",,,,,true,,,
33A,AM,10202018,"Fair number dogs out — seven that were off leash. People passed through the area every few minutes; overall conditions were pretty calm*. Quite a few birds in the trees, flying from tree to tree, and on the ground as well. (Majority of birds were sparrows and robis.)

*As far as humans are concerned.",,true,true,true,,,,Birds
33B,AM,10102018,"Heard but not seen: kuking (?) from tree 
more mushrooms! 
""Are you a Parks person?"" someone asked. 
""No, I'm counting squirrels.""
(to gales of laughter)

Someone pointed out a knothole in a tree where he said ""squirrels used to live before raccoons kicked 'em out.""",,true,,,,,,Raccoon Eviction
33B,PM,10172018,3 little dogs off leash created a little havoc at first. Once that died down a bunch of squirrels approached me (almost right up to me) they were foraging next to ball fields (& lots of people runners / bikers & dogs) & ignored all the activity. They're so cute up close! <3,true,,true,,,,,
33B,PM,10102018,"So many squirrels! 
In a small area 
surrounded by foot paths 
& a loud playing field 
One fat one hung upside down on the bottom of a tree for 20 mins",,,,,,true,,
33C,PM,10072018,"Most of this hectare is an athletic field -- several teams were practicing Ultimate Frisbee. I didn't venture too far into the field because I was afraid of getting hit in the face by a frisbee! 

Squirrels #2 + #3 were the most blasé squirrels ever. They just briefly looked up as I approached + then promptly forgot I was there.",,true,,,,,,
33C,PM,10202018,"If this was the toddler soccer player census, I would’ve been in the perfect spot.

Just kidding – found a little crew of squirrels away from the tiny soccer players. Really cute goal celebration (and some not-so-cute soccer parents).

No squirrel friends on the area of the field of this hectare, but I spotted a few on the field and 34-C.",true,true,,,,,,
33C,AM,10122018,"Squirrels #1 and #2 high-speed chase between beneath branches of two trees and the ground — small adults (?) similar color and markings. Oberved five nests distributed across five trees in close proximity. Other noise: weed whacker alond edge of path, close to trees. Squirrels continued to run between branches above.",true,,,,,,,
38I,PM,10142018,"The garden was very busy this afternoon. I saw three wedding parties taking pictures, clues for a birthday party scavenger hunt, and the New York Historical Costumers' Society out for a stroll in gorgeous Victorian dress!",,true,,,,,,
33D,AM,10172018,"A man spins a whirring contraption like a top controlled by a string with two wooden rods on the end, with the man uses to manipulate the top in yo-yo like tricks. It’s noisy and mesmerizing. It’s black squirrel country over here. I feel like I may have found a family. Squirrels 6+9 could be the same. 6 ran into a tree hold & was very vocal. 9 looked like it could be a mother who was nursing.",true,true,,,,,,
33D,PM,10172018,"This hectare runs through a playing-field area. There were three to four games taking place. At one end, there were piles of acorns on the ground but no squirrels. 

* Found one at the last second!",,true,,,,,,
33D,PM,10062018,Squirrels in this area seemed more skittish.,true,,,,,,,
33E,PM,10122018,"Group of five teens throwing and catching baseballs (right side of path).

There are so many squirrels here. They all hung out along the fence, running back and forth. I couldn’t keep track.

I saw a woodpecker for the first time.

Met these two guys looking for mushrooms.",true,true,,,,,true,
33E,AM,10142018,"I got so excited to see them all come out of the tree at once. Squirrels #5, #7 through #11 were in the same area of three trees, and I loved watching them all interact.",true,,,,,,,
33F,PM,10122018,Quite a lot of this hectare was also red flagged fields. Treeless & flat.  But in the smallest cluster of trees were such bird & squirrel diversity! Eventually 6 chased 5 around until 5 fled & 6 got bored.,true,,,,,,,
33F,AM,10082018,"Not many squirrels, but two bluejays landed near me — and one was carrying a peanut in its beak!",true,,,true,,,,Birds
33G,PM,10062018,"Father and daughter playing softball 
She's pretty good! 

Squirrel #2 was very engaging. 
He climbed up onto a tree and came about [unknown word] to me (maybe 2 feet away) and he [unknown word] upside down on the tree and sort of lunged at me with his torso (not aggressive) (more playful) very cute!",,true,,,,true,,
33G,AM,10132018,"9:10 a.m.: Yipping dogs! A dog walker's dogs are barking so loudly at a single owner's only dog. Went on for five minutes.

9:22 a.m.: Saw the cutest family of squirrels hiding in a tree! They would peek out, run around the hole in the tree, and then go back inside.",true,true,true,,,,,
33H,AM,10192018,Just witnessed (and video’d) Mama & child squirrel play-wrestling…pretty adorable… school kids —>,true,,,,,,,
33H,PM,10122018,"More ovals. Still no squirrels. 

Just outside my hectare, a red-tail hawk pass @ a sq. which ran up a pine and began calling / moaning softly. Hawk flew off. sq. ran from hiding spot to perch on branch and continued calling",,,,true,,,,
33I,PM,10062018,Squirrel #9 looked suspiciously at me while using its hind legs to pat the ground protectively!,,,,,,true,,
33I,AM,10222018,A squirrel tucked its tail over its shoulder. I didn't know they could do that.,,,,,,true,,
33I,AM,10082018,I found a Samsung cell in the grass! Going to try charging it and returning to rightful owner.,,true,,,,,,
34A,PM,10202018,"playground closed (under construction) 
children playing in surrounding area 
kids chasing squirrels",,,,,true,,,
34A,AM,10122018,"(1) + (2) leisurely chase btw trees and ground -- against backdrop of playground noise emanating from playground nearby. 
(3) foraging along open ground until v. large dog bounded up (unleashed) the owner sat down on a nearby rock and began clipping coupons from a grocery store circular. The dog did not give chase once squirrel ran to a nearby tree.",true,true,true,,,,,
34A,PM,10132018,"Guy running barefoot with duct tape around his feet.

Playground closed for repair, lots of birds in the playground.

(Tiny) goldfinch in a branch.",,true,,true,,,,Birds
34B,PM,10072018,"Not very many squirrels in this area. (But lots of stares from people wondering why I was walking around with a clipboard!) 

Also spotted a man with a sign that said ""Global Warming Is No Hoax!""",,true,,,,,,
34B,PM,10202018,"Lots of people (some with dogs)
crying children 
baseball game",,,,,true,,,
34C,PM,10122018,"One of the squirrels was jumping around, + looked almost as if it was chasing the sparrows for fun",true,,,,,,,
34C,AM,10072018,Several dogs off leash on path. Squirrel #2 was in tree 30 feet from nest. Lots of nests in trees near #2 spot. Around six. Squirrel #1 on ground within fenced in area (baseball field).,true,true,true,,,,,
34D,PM,10072018,"This hectare is almost entirely open field. Frisbees and footballs were being thrown, soccer balls were being kicked. A pick-up game of soccer soon materialized, and shirts came off, which was fun in almost all instances. But there was tree in the NW corner of the hectare and other large trees near it. That's where all three squirrels were found. I can't say they were indifferent. They went about their business, but they seemed very aware of me. They didn't run unless I approached them.",true,true,,,,,,
34D,AM,10082018,First time seeing black squirrels.,true,,,,,,,
34E,PM,10062018,"There are people playing soccer on the field. I find the squirrel sitting on a tree above me. It looks calm watching people. After a while, I find it’s dressing itself on the tree. I lost sight when it climbed up the tree.",true,true,,,,,,
34F,PM,10122018,Mostly large open area; not many squirrel sightings.,,true,,,,,,
34F,AM,10072018,"This hectare was mostly an empty field between baseball fields, with just a small patch of trees at the top. There were a lot of cute dogs around.",,true,true,,,,,
34G,AM,10182018,"Many dogs.
Tree trimmers, loud!
No squirrels :(",,,,,true,,,
34G,PM,10062018,I am always struck by a great beauty and variety of trees here. I am glad to see younger trees planted among the grand old ones.,,true,,,,,,
34H,PM,10202018,"Although there were no squirrels active in this hectare, there were many in adjacent hectares.

In the field, there was a group of 10 young men with padded replicas of swords, clubs, and arrows playing a combat game. Over the distant sound of kids playing soccer, they yelled, ""Good arrows!"" and ""Regroup!""",,true,,,,,,
42C,PM,10132018,A one legged man on a hand powered tricycle wheels by slowly enough to see me spying on a squirrel.,,,,,true,,,
34H,PM,10062018,"There are many communities using the land here, the squirrel among them. 

A group of tough white boys bicycled by me, dropped their bikes on the ground, and sat on a rock listening to Eminem. A Central American family picnicked on a rock with large coolers of fragrant food. Their children were in superhero costumes.",true,true,,,,,,
34H,AM,10072018,"Kids playing! Climbing trees.

Robins, woodpeckers

Dogs, some still off leash

Dog had Squirrel #1 treed.",true,true,true,true,,,,Birds
34I,AM,10122018,"Screaming kids in playground — private school, red sweaters. 

Pretty pines.

Tai chi woman — rap music, HS students in big class.

Dog walker w/10 dogs.

Might need to be recounted.",,true,true,,,,,
34I,PM,10102018,"- a bird

* There is a squirrel nest in the tree. 

- It looks like Squirrel #3 runs across from the playground back to its nest on the big tree.",true,true,,true,,,,Birds
35A,PM,10132018,"The resident squirrel feeder arrived + threw an unidentified substance (?) at squirrels #2 + #3. 

Squirrel #3 made a little sneeze (like an exhale, but with a puff). 

Woman ran past with her dog + yelled, ""Are you counting squirrels? Awesome!!!""

I had the best conversation w/ a mom + her son about the project. Son: ""Why are you counting squirrels?"" Mom: ""Why NOT?""",true,,,,,,true,"Squirrel Sneeze, Feeding"
35A,PM,10202018,"Kids listening to music / smoking pot 
man at pool doing Tai-Chi
Two rats 

Such a nice day lots & lots of
people & dogs in the park",,,,,true,,,
35A,AM,10202018,"Overall, conditions are similar here to Hectare 33-A. People came through area every few minutes (about half with dogs). Fewer birds, though, than in 33-A (except for ducks on pond).",,true,true,true,,,,Birds
35A,AM,10142018,"When my alarm went off, Squirrel #8 got intrigued and came down from his tree to investigate. It was interesting to see the squirrels hiding out so close to the road.",true,,,,,,,
35B,PM,10132018,Two different dogs chased squirrels. and one dog was not allowed to chase squirrels (he and owner just waited several yards away) One squirrel was fed by a nice grandpa and chased by the grandson,true,,true,,,,,
35B,AM,10102018,"Another quiet hectare - squirrel wise. 
On any other time walking through the park I feel I see them everywhere, but now that I am looking for them I only come up with a small handful. 

I wonder if they prefer a later shift-like most NYers.",,true,,,,,,
35C,PM,10132018,"A dog chased #1 up an oak, and it kicked, quaad, and tail signaled (flags and twitches) within 2 minutes it was back on the ground, but it would stop + flag or twitches its tail every few seconds. The others and it all ran to trees when some leashed dogs came near.",true,,true,,,,,
35C,AM,10072018,"Lots of off-leash dogs, including one very disobedient, very happy ""Vinny,"" who very much wanted to go for a swim.",,true,true,,,,,
35D,PM,10132018,"These squirrels are destroying this tree! 
I forgot to name these squirrels.",true,,,,,,,
35D,AM,10192018,"What a great time to be in the park! Migrating birds are everywhere. It’s hard not to get distracted by them.

I heard Squirrel #1 in a cluster of trees, as a mob of blue jays was gathering. Perhaps they were preparing to chase away an animal.",true,true,,true,,,,Birds
35E,AM,10142018,"Mama Squirrel!

Walk-a-thon passing through. Lots of pink!",,true,,,,,,
35E,AM,10202018,"High school soccer game goingf on next door.

Kids game, too. ""That's your team. They're wearing your jersey."" — father to son

Hawk just let out awesome screech.

Goal! Cheer goes up in soccer game. ""Woohoo!""

Lots and lots of joggers.",,true,,true,,,,
35F,PM,10122018,"The majority of the area, the baseball fields, was red flagged, but since it was empty and flat it made for better viewing. Squirrel #1 was spotted by a tourist mom of a family who shouted, “Ben, chase the squirrel!“ The son dutifully ran after the squirrel, who hightailed it. The son quickly lost interest but the squirrel hit behind a well-placed short offshoot of a tree. S/he kept peeping out till s/he felt safe, at which point s/he started nibbling on acorns. We had a moment.",true,,,,,,,
35G,PM,10062018,"(#1) Black beauty running from dogs on leashes

Quintet of teenage boys hanging out on rock just behind field #9, listening to mediocre-at-best rap music.",,true,true,,,,,
35G,AM,10072018,Squirrel #2 was climbing with a twig in his mouth. It was obvious he was up to something important. The trees here weren't very numerous or condensed.,,,,,,true,,
35H,PM,10122018,"That oval was completely unexpected. 

Few to no most trees, basswood, maple, pine, cherry 

Maybe squirrels aren't here b/c they're freaked out by unexpected ovals",true,,,,true,,,
35H,AM,10132018,"Some joggers and walkers on East Drive, but the rest of this hectare had very few people.

Heard quass from high in the tree here, but didn’t spot squirrel.",,true,,,,,,
35I,PM,10062018,"I spotted a handful of teenagers hanging out on a rock, smoking weed. Four boys, laughing and enjoying themselves.",,true,,,,,,
35I,AM,10132018,"10 a.m.: Rain stopped! 

There's a lot of small fruit trees (cherry-like, small red clusters) and lower/shorter trees for ground cover. 

Surprising how few people there are, but there's not as many squirrels. Must be the noise from cars along the road.",true,true,,,,,,
36A,PM,10132018,"Football game being played nearby didn't bother Squirrel #1 :)

Squirrels #5 through #8 in the enclosed field.

- Drone was awesome!!!",true,true,,,,,,
36A,AM,10182018,"An African-American gentleman wearing a jacket with a huge ""Red Sox"" on the back walked a black dog. At a corner of a hill, a woman took pictures using a tripod, but disturbed by an intruder (me), she left. A serious birdwatcher?",,,,,,,,
36B,PM,10132018,"Had a staring contest w/ squirrel #1. 

A man asked me, ""Do you know why there are so many black squirrels?"" I shrugged. 

Squirrels #2 + #3 chased each other! 

#2 eventually approached me on its hind legs + puffed out his/her chest.",true,,,,,,,
36C,AM,10142018,Very difficult terrain!!?,,true,,,,,,
36C,PM,10132018,"Group of three squirrels foraging and eating and occasionally chasing each other around.

When I walked by them, they seemed more alert, but generally did not run away. In fact, one squirrel with chase another one, which had to get closer to me to get away from the squirrel. This happened twice.",true,,,,,,,
36D,PM,10072018,"Squirrel #2 kept chasing a chipmunk away. Three French and Two German tourists zeroed in on this. At one point while digging, squirrel #2 came across something that made him jump up and run a few feet away. Somebody enjoyed some marijuana. Far more chipmunks than squirrels visible. Very dense woodlands with dense undergrowth probably hid more. A fair number of people, but they were quiet and stayed on the paths.",true,true,,,,true,,
36D,PM,10202018,"Chipmunk
Frisbee players
People taking photo squirrel eating seeds
Robin taking a bath in the stream
Fishing in pool",,true,,,,,,
36E,PM,10122018,Squirrel trying its hardest to pull the acorns off the tip of the branch without falling was a comical sight. Makes you wander what is so good about that acorn that makes it better than all the easier grabs around it.,true,,,,true,,,
36E,PM,10062018,"The little guy came running over when I made clicking sounds. It came over about 3 ft away & got on its hind legs & put his paws together & looked like it was moving its paws like it was begging. 

[also noted on front page: Dog chasing two squirrels up tree]",true,,true,,,,,
36E,AM,10132018,Fred's Team (charity) had an event set up for runners with dogs.,,true,true,,,,,
36F,AM,10172018,"Very quiet. I think a man with a dog thought I might give him a ticket or something because he moved to a more secluded spot to play fetch with his dog off leash after 9am. A juvenile hopped over to me, stood up on its back legs and cocked its head as if to say “?” I got a quick picture of it before it decided I was a SERIOUS THREAT and bolted. Possible nest!",true,,,,,,,
36F,PM,10122018,"I came across a photographer seemingly taking photos of birds.

Saw orange butterflies flying around the North Meadow Butterfly Garden.

No squirrel sightings near a group of teenagers playing soccer.",,true,,true,,,,Birds
36G,PM,10122018,Squirrel 2 was found because of how loud it was eating.,true,,,,,,,
36G,AM,10182018,"No squirrels.
Almost attacked by dog! :(",,true,true,,,,,
36H,PM,10082018,"(1) small hawk attempted to grab squirrel from ground near base of tree
-Remained on ground making kuks & quaas for 30 seconds --> ran up tree -- stopped on branch for several minutes - unmoving 

(2) foraging between trees in fenced in area",true,,,true,,,,
36H,AM,10102018,"Squirrel #1 foraged and found an acorn, went up oak tree. Because this area is hilly with relatively expensive views of the hectare, this is an accurate tally even though I officially observe only one furry friend.",true,true,,,,,,
36I,PM,10072018,"Observed 1-2 squirrel nests in trees at 102nd and btwn 102-103. Large number feeding just inside the park, including many juveniles (incl. several very small ones). It's a quieter spot w/ few dogs, maybe a blue jay nest, so lots of activity. 

I walked past one family and I swear as I went by, the father muttered to the mother ""squirrel census.""

One squirrel was munching on an entire sandwich. Not clear whether it was found or stolen.",true,,,,,true,true,
36I,AM,10172018,"It was super quiet, and then around 9:10, I heard all of these kuk-kuk-kuk sounds from the trees.",true,,,,,,,
36I,PM,10202018,"Squirrel #4 was eating, and as I approached she left her food and started climbing. She seemed scared. Tons of little brown birds around. Squirrels #1 and #3 started chasing each other and playing. They climbed two trees together super fast and also made lots of kuks and quaas.",true,,,,,,,
37A,PM,10132018,"uneventful; had a group of picnic-ers. 

very quiet. 

a couple dogs on walks.",,,,,true,,,
37A,AM,10202018,Discarded red pair of shorts,,true,,,,,,
37A,AM,12102018,"When I approached, Squirrel #1 ran up the fence, then ran up a tree. I sat down on a lovely boulder, and Squirrel #1 came back down, then vanished into the underbrush.",true,true,,,,,,
37B,PM,10132018,One lone squirrel with his back towards the humans munches without a fear or a care.,true,,,,,,,
37B,AM,10192018,"(1) foraging 
(2) foraging + ran from me + climbed tree and waited, watching, did not retreat further than 10-15 feet. 
Observed against back drop of dozens of screaming (like, really screeching) children running around nearby field. 

Human encounter: cutting through opening in trees. run across a guy, mid-20's, alone w/ bicycle, asked what I'm doing, I explain, he gets real quiet. Then says, ""That just bugged me out, like, in a good way"" - I wish him a good day, walk on, then I hear him calling me back --> 
I walk back and he shows me the edge of a pipe and says, ""I'm not smoking weed or I would have offered you some -- I just didn't want you to think I didn't want to kick it with you."" I reassure him that it's all good, no offense taken, we fist bump. I walk back toward the pool.",true,true,,,,,,
37B,PM,10202018,"MAJOR squirrel party over here! It was such a sight. 

Squirrel #12 was sadly being chased by a dog named ""Ziggy""

Also accidentally walked in on a private/very hip garden party -- is that allowed in CP?

Was such a lovely + lively squirrel sighting spot!",true,true,,,,,,
37B,AM,10072018,"Man yells at dog, dog barks at man, squirrel quaas at both.

Lots of dogs and people loose!

Squirrels heard: many.
Squirrels seen: few.",true,true,true,,,,,
37B,AM,10182018,Lots of squirrels were foraging in the heavily wooded area with the birds.,true,,,true,,,,Birds
37C,PM,10132018,"The pedestrian trail has steps and the ""flat"" path. The map does not reflect that. 

Chipmunk! Two!",,true,,true,,,,
37C,PM,10202018,A fair number of people on and around Great Hill. One group was having a picnic. A few kids on bikes. A few dogs. Squirrels #1 through #4 observed all at one time.,true,true,true,,,,,
37C,AM,10122018,"While following the squirrel, a small warble flew up to me and began scolding me. It flew from perch to perch around me, scolding me the whole while. The squirrel slipped off during the diversion.

Squirrels #2, #3, and #4 chased each other; #2 especially kept the others from getting too close.",true,true,,true,,,,Birds
37D,AM,10182018,"Two cute tiny chipmunks played around. 
There was a humming bird like Tiny bird",,,,true,,,,
37D,PM,10142018,"Squirrels #2 and #3 were both foraging in the same tree, hence the double-X. Squirrel #4 was intently chasing a chipmunk, often in circles, until a group of teenagers wandered into the woods and scared off much of the wildlife. Also, a young Russian couple walked through to pose for photos on the rock feature.",true,true,,,,,,
37E,PM,10062018,"I didn't see a lot of communication -- or perhaps I'm not great at identifying it. The chipmunks and birds are vocal, but the squirrels calmly go about their business. 

As I write these notes, I look up from my clipboard to see a squirrel looking me in the eye. He steps forward, puts a front paw to his chest, ""Who, me?""

Yes. You.",,true,,,,true,,
37F,AM,10102018,"Lots of joggers, bikers, cars, and construction in this area. Only squirrel spotted was in a wooded area.",true,true,,,,,,
37G,PM,10072018,"2 - buried nuts in branch and debris pile at dumping ground 

saw bird kill butterfly 

wait, squirrel might have [unknown words]

tar pits",,,,,true,,,
37G,AM,10202018,We saw some urban foragers.,,true,,,,,,
37G,AM,10142018,"Sassafras tree
Dead apple tree
Breast Cancer March along
perimeter — no squirrel",,true,,,true,,,
37H,PM,10062018,"There was a wedding party in the gardens taking pictures! Squirrel #1 ran across the path with an acorn in its mouth. It seemed to notice me, but did not react except to move more slowly. Then a man came up behind me talking loudly into his phone. #1 dropped its acorn and ran into the bushes. I stayed 5 minutes, but it didn't come back. 
#2 ran into a tree when chased by a dog, and there were at least 4 others. I suspect #2 is the one that ran from the tree up the rock first (see vid), called the second one down from the tree #6",true,true,,,,,,
37H,AM,10182018,#NAME?,true,true,true,true,,,,Birds
37I,AM,10102018,Most squirrels spotted seem to be searching for food or eating near trees. Spotted several feeding outside this zone on the walk to it.,true,true,,,,,,
37I,PM,10062018,"There were lots of couples out on dates, a formal wedding party doing a photo shoot, and a model and photographer also taking photos. This last pair was using some flowers as props, and as they finish they handed her flowers to a young girl who was with her parents. Her smile was beautiful. It was great to see such a random act of kindness.",,true,,,,,,
38A,PM,10132018,"Squirrels #3 and #4 might be the same as #1 and #2. Two human children in the Children’s Glade. 

Not much squirrel action near the road. 

Found a cool rock ledge overlooking the avenue.",true,true,,,,,,
38A,AM,10202018,"Gorgeous area of woods, tons of trees. Way too close to a big dog party and a lot of street noise.",,true,true,,,,,
38A,AM,10192018,"It’s so noisy! A cement mixer and moving truck are mixed in with the traffic. Lawn mowing is in the next quadrant, along with a group of screaming kids on the lawn. At the end, a group of chatty school kids walked by. The squirrels went about their business, chasing each other and foraging. One squirrel approached me, as if to ask whether I had food to satisfy on this windy, cool day.",true,true,,,,,,
38B,AM,10192018,"There was a ton of activity on the Great Hill. 
From 9:05 to 9:25, about 12-20 people and their dogs were gathered + playing off leash. At 9:30, a classroom of 45 kids came to the hill + ran around + screamed + played + chased birds. I can hear a lot of [unidentifiable word...'talks' maybe] in the trees. I'm not seeing a lot of them; however, I did see one in the tree. 
Also lawn mowing was happening
Early on, two ladies walked up to me and asked me if I was counting squirrels.",,,,,,,,
38B,PM,10182018,"Kids in woods acting like ""Lord of the Flies with their sticks, hitting things, shouting. 

Cross-country team on Great Hill track.",,true,,,,,,
38C,AM,10192018,"There was a lot more squirrel activity here - away from the crowd of children (that is now 100+ screaming kids). When approaching certain areas, I could hear quaas, from the trees (even though I couldn’t see those squirrels. But I’d hear quaas from the trees when I was approaching or I saw people with dogs approaching. There were many birds as well. (sorry, hands were cold)",true,,,,,,,
38C,PM,10142018,"* Man feeding almonds to #9 --> he got uncomfortable when I asked why he's feeding almonds and not acorns (we were right by an acorn tree) and left
* So many chipmunks near the meadow! 

* Transcendental yoga on top of Great Hill",true,true,,,,,,
38C,AM,10202018,"Not a lot of squirrels, but there were a ton of cute dogs playing together — probably around 30.",true,,true,,,,,
38D,AM,10172018,Squirrels came out right after my sampling time ended. Out-squirreled again!,true,,,,,,,
38D,PM,10202018,Lots of runners and cyclists on West Drive. Very few dogs.,,true,true,,,,,Cyclists
38D,PM,10062018,So many chipmunks.,,,,true,,,,
38E,AM,10102018,"As much as I enjoyed the commuter squirrel duty, being immersed in the middle of the park allowed for a much more “lively” squirrel count. Here I witnessed squirrel after squirrel or just doing squirrel things and it was enlightning, to say the least! What I found most intriguing with this hectare was the ability for the squirrels to peacefully feed, forage, chase, and run with the tight paths and the streams running in and out. The dogs were fewer, as were the people. The comic relief came when the leaf blower got turned on and the two I was observing scattered.",true,,true,,,,,
38F,AM,10182018,"quiet woods. skittish squirrels
paper bag in tree",,,,,true,,,
38G,AM,10182018,"Garbage truck drives away.

Golf cart.

Water main trucks.

This rock is more like a long hill of bedrock with some grass and trees.",,true,,,,,,
38G,PM,10202018,Squirrel #8 stayed around for 10 minutes. She was foraging most of the time.,true,,,,,,,
38G,PM,10122018,"It’s hard to climb with a clipboard. I looped around to the A.H. Green Bench to get my bearings, hiking and climbing east. I topped a ridge and proceeded down to what looked like a deer trail. There I encountered my first squirrel and a gaggle of school girls who ran screeching when they heard me approaching.",true,true,,,,,,
38H,PM,10122018,Squirrels don't like weddings.,,,,,,true,,
38H,AM,10192018,"- Beautiful hawk flying wind currents

- Ran into bird-watching group.

- Abandoned boxer shorts. Red/white checker

- Network of unofficial trails

- Seems a good place to be if you're a squirrel but I'm not seeing them.",,true,,true,,,,
38I,AM,10192018,"Conservatory Garden EMPLOYEE - 
         ""You're only gonna see two!""

ME -
         ""Really?!""

C.G.E. - ""Yup, that's all we have!"" 

Dear reader, it was true, though I tried my hardest to find a third.",,,,,,,,"GREAT, QUICK STORY"
38I,PM,10142018,"It took me about 20 minutes to start seeing squirrels. So I started asking people if they'd seen any squirrels and nobody had. Just as I was about to give up, two squirrels started running around on the lawn. As I started to head back, I found one eating and one diving into the bushes. Four squirrels in about four minutes. But that's all.",true,,,,,,,
39A,PM,10142018,A child is celebrating his 4th birthday. His friends and family are currently in the middle of an egg race???,,true,,,,,,
